chapter,rank_in_chapter,hts8,api_hts_number,brief_description
62,12,62013070,6201.30.70,"Men's or boys' anoraks, windbreakers and similar articles, nesoi, not knitted or crocheted, of cotton, water resistant, o/than rec perf outwear"
62,13,62013080,6201.30.80,"Men's/boys' anoraks, windbreakers & sim articles nesoi, not knit/crochet, of cotton, not cont. 15% or more by wt of down, etc, o/than rec perf outwear"
62,14,62014010,6201.40.10,"Men's or boys' overcoats, carcoats, capes & similar coats of man-made fibers, not knit or crocheted, cont. 15% or more by wt of down, etc"
62,15,62014015,6201.40.15,"Men's or boys' overcoats, carcoats, capes & similar coats of man-made fibers, not knit or crocheted, cont. 36 percent or more of wool, nesoi"
62,16,62014020,6201.40.20,"Men's or boys' overcoats, carcoats, capes & similar coats, not knit or crocheted, of manmade fibers, nesoi"
62,17,62014025,6201.40.25,"Rec perf outwear, men's/boys' anoraks, windbreakers & similar articles, not knit/crochet, of man-made fibers, cont. 15% or more by wt of down, etc"
62,18,62014035,6201.40.35,"Rec perf outwear, men's/boys' padded, sleeveless jackets, not knit/crochet, man-made fibers, not containing 15% or more by weight of down, etc"
62,19,62014040,6201.40.40,"Rec perf outwear, men's/boys' anoraks, etc, nesoi, not knit/crochet, of manmade fibers, containing 36 percent or more of wool or fine animal hair"
62,20,62014045,6201.40.45,"Rec perf outwear, men's/boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant"
63,1,63011000,6301.10.00,Electric blankets
63,2,63012000,6301.20.00,"Blankets (other than electric blankets) and traveling rugs, of wool or fine animal hair"
63,3,63013000,6301.30.00,"Blankets (other than electric blankets) and traveling rugs, of cotton"
63,4,63014000,6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers"
63,5,63019000,6301.90.00,"Blankets and traveling rugs, nesoi"
63,6,63021000,6302.10.00,"Bed linen, knitted or crocheted"
63,7,63022130,6302.21.30,"Bed linen, not knitted or crocheted, printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, napped"
63,8,63022150,6302.21.50,"Bed linen, not knit or crocheted, printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, n/napped"
63,9,63022170,6302.21.70,"Bed linen, not knit or crocheted, printed, of cotton, not cont any embroidery, lace,braid, edging, trimming, piping or applique work, napped"
63,10,63022190,6302.21.90,"Bed linen, not knit or croc, printed, of cotton, not cont any embroidery, lace, braid, edging, trimming, piping or applique work, not napped"
63,11,63022210,6302.22.10,"Bed linen, not knitted or crocheted, printed, of manmade fibers, containing embroidery, lace, braid, etc or applique work"
63,12,63022220,6302.22.20,"Bed linen, not knitted or crocheted, printed, of manmade fibers, nesoi"
63,13,63022900,6302.29.00,"Bed linen, not knitted or crocheted, printed, of textile materials nesoi"
63,14,63023130,6302.31.30,"Bed linen, not knit/croc, not printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, napped"
63,15,63023150,6302.31.50,"Bed linen, not knit/croc, not printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, not napped"
63,16,63023170,6302.31.70,"Bed linen, not knit/croc, not printed, of cotton, not cont any embroidery, lace, braid, edging, trimming, piping or applique work, napped"
63,17,63023190,6302.31.90,"Bed linen, not knit/croc, not printed, of cotton, not cont any embroidery, lace, braid, edging, trimming,piping or applique work, not napped"
63,18,63023210,6302.32.10,"Bed linen, not knitted or crocheted, not printed, of manmade fiber, containing embroidery, lace, braid, etc or applique work"
63,19,63023220,6302.32.20,"Bed linen, not knitted or crocheted, not printed, of manmade fibers, nesoi"
63,20,63023900,6302.39.00,"Bed linen, not knitted or crocheted, not printed, of textile materials nesoi"
64,1,64011000,6401.10.00,"Waterproof footwear, not mechanically assembled, w/outer soles & uppers of rubber or plastics, w/metal toecap"
64,2,64019230,6401.92.30,"Waterproof ski boots & snowboard boots, not mechanically asmbld., w/outer sole and uppers of rubb. or plast., cover/ankle but not knee"
64,3,64019260,6401.92.60,"Waterproof footwear, not mechanically asmbld., w/over 90% of ext. surf. area of soles & uppers PVC, covering/ankle but not knee"
64,4,64019290,6401.92.90,"Waterproof footwear, not mechanically asmbld., w/outer soles and upper of rubber or plastics, nesoi, covering ankle but not knee"
64,5,64019910,6401.99.10,"Waterproof footwear, not mechanically assembled, w/outer soles & uppers of rubber or plastics, covering the knee"
64,6,64019930,6401.99.30,"Waterproof protect. footwear, not mechanically asmbld., w/outer soles and uppers of rubber or plastics, not cover ankle, w/o closures"
64,7,64019960,6401.99.60,"Waterproof protect. footwear, not mechanically asmbld., w/outer soles and uppers of rubber or plastics, not cover ankle, w/closures"
64,8,64019980,6401.99.80,"Waterproof footwear, not mechanically asmbld, w/outer soles and 90% of ext. surf. area of uppers of rubber or plastics, not cover ankle"
64,9,64019990,6401.99.90,"Waterproof footwear, not mechanically asmbld, w/outer soles and uppers of rubber or plastics, nesoi, not cover ankle"
64,10,64021200,6402.12.00,"Ski-boots, cross-country ski footwear and snowboard boots, w/outer soles and uppers of rubber or plastics"
64,11,64021905,6402.19.05,Golf shoes w/outer soles of rubber or plastics and uppers > 90% of ext. surface area rubber or plastics
64,12,64021915,6402.19.15,"Sports footwear (o/than ski fwear & golf shoes), w/outer soles of rubber or plastics & uppers >90% ext. surf. area rubber or plast."
64,13,64021930,6402.19.30,"Sports footwear w/outer soles and uppers of rubber or plastics, nesoi, valued not over $3/pair"
64,14,64021950,6402.19.50,"Sports footwear w/outer soles and uppers of rubber or plastics, nesoi, valued over $3 but not over $6.50/pair"
64,15,64021970,6402.19.70,"Sports footwear w/outer soles and uppers of rubber or plastics, nesoi, valued over $6.50 but not over $12/pair"
64,16,64021990,6402.19.90,"Sports footwear w/outer soles and uppers of rubber or plastics, nesoi, valued over $12/pair"
64,17,64022000,6402.20.00,"Footwear w/outer soles & uppers of rubber/plastics, w/upper straps or thongs assembled to sole by means of plugs (zoris)"
64,18,64029105,6402.91.05,"Footwear w/outer soles of rubber or plastics, o/than sports,covers ankle, w/metal toe-cap,w/ext. surf. uppers o/90% rubber or plastics"
64,19,64029110,6402.91.10,"Footwear, covers ankle, w/outer soles & uppers of rubber or plastics, nesoi, w/metal toe-cap, designed to protect liquids, chemicals, weather"
64,20,64029116,6402.91.16,"Footwear, covers ankle, w/outer soles & uppers of rubber or plastics, nesoi, w/metal toe-cap, not protective, valued n/o $3/pair"
65,1,65010030,6501.00.30,"Hat forms, hat bodies and hoods, not blocked to shape or with made brims; plateaux & manchons; all of fur felt, for men or boys"
65,2,65010060,6501.00.60,"Hat forms, hat bodies and hoods, not blocked to shape or with made brims; plateaux & manchons; all of fur felt, not for men or boys"
65,3,65010090,6501.00.90,"Hat forms, hat bodies and hoods, not blocked to shape or with made brims; plateaux & manchons; all of felt, other than fur felt"
65,4,65020020,6502.00.20,"Hat shapes, plaited or assembled from strips, not blocked/lined/trimmed & w/o made brims, of veg. fibers or materls, or paper yarn, sewed"
65,5,65020040,6502.00.40,"Hat shapes, plaited or asmbld from strips, n/blocked/lined/trimmed & w/o made brims, of veg. fibers or materls, not sewed/bleached/colored"
65,6,65020060,6502.00.60,"Hat shapes, plaited or asmbld from strips, n/blocked/lined/trimmed & w/o made brims, of veg. fibers or materls, not sewed but bleachd/colord"
65,7,65020090,6502.00.90,"Hat shapes, plaited or assembled from strips, not blocked/lined/trimmed & w/o made brims, not veg. fibers/veg. materials/paper yarn, nesoi"
65,8,65040030,6504.00.30,"Hats and headgear, plaited or assembled from strips of veg. fibers or unspun fibrous veg. materials and/or paper yarn, sewed"
65,9,65040060,6504.00.60,"Hats and headgear, plaited or assembled from strips of veg. fibers or unspun fibrous veg. materials and/or paper yarn, not sewed"
65,10,65040090,6504.00.90,"Hats and headgear, plaited or assembled from strips of any material (o/than veg. fibers/unspun fibrous veg. materials and/or paper yarn)"
65,11,65050001,6505.00.01,"Hair-nets of any material, whether or not lined or trimmed"
65,12,65050004,6505.00.04,Hats and headgear of fur felt made from hat forms and hat bodies of 6501
65,13,65050008,6505.00.08,"Hats and headgear made from hat forms and hat bodies of 6501, except of fur felt"
65,14,65050015,6505.00.15,"Hats and headgear, of cotton and/or flax, knitted"
65,15,65050020,6505.00.20,"Headwear, of cotton, not knitted; certified hand-loomed and folklore hats & headgear, of cotton or flax, not knitted"
65,16,65050025,6505.00.25,"Hats and headgear, of cotton or flax, not knitted, not certified hand-loomed folklore goods"
65,17,65050030,6505.00.30,"Hats and headgear, of wool, knitted or crocheted or made up from knitted or crocheted fabric"
65,18,65050040,6505.00.40,"Hats and headgear, of wool, made up from felt or of textile material, not knitted or crocheted or made up from knitted or crocheted fabric"
65,19,65050050,6505.00.50,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabric, wholly or in part of braid"
65,20,65050060,6505.00.60,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid"
66,1,66011000,6601.10.00,Garden or similar umbrellas
66,2,66019100,6601.91.00,"Umbrellas, other than garden or similar umbrellas, having a telescopic shaft"
66,3,66019900,6601.99.00,"Umbrellas, other than garden or similar umbrellas, not having a telescopic shaft"
66,4,66020000,6602.00.00,"Walking-sticks, seat-sticks, whips, riding-crops and the like"
66,5,66032030,6603.20.30,"Umbrella frames, including frames mounted on shafts (sticks), for hand-held umbrellas chiefly used for protection against rain"
66,6,66032090,6603.20.90,"Umbrella frames, including frames mounted on shafts (sticks), other than for hand-held rain umbrellas, nesoi"
66,7,66039041,6603.90.41,"Umbrella handles, knobs, tips and caps"
66,8,66039081,6603.90.81,"Handles, knobs, other parts, trimmings or accessories for walking sticks, seat-sticks, whips, riding crops and the like"
67,1,67010030,6701.00.30,Articles of feathers or down (other than articles & apparel filled or stuffed with feathers/down and worked quills & scapes)
67,2,67010060,6701.00.60,"Skins and o/parts of birds w/their feathers or down, feathers, pts of feathers/down, nesoi"
67,3,67021020,6702.10.20,"Artificial flowers/foliage/fruit; articles of art. flowers, etc.; all of plastics, asmbld by binding/gluing/or similar methods"
67,4,67021040,6702.10.40,"Artificial flowers/foliage/fruit & pts of; articles of art. flowers, etc.; all of plastics, not asmbld by binding/gluing/or similar methods"
67,5,67029010,6702.90.10,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of feathers"
67,6,67029035,6702.90.35,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of man-made fibers"
67,7,67029065,6702.90.65,"Artificial flowers/foliage/fruit & pts thereof; articles of artif. flowers, etc.; all the foregoing of materials o/than plast./feath./mmf"
67,8,67030030,6703.00.30,"Human hair, dressed, thinned, bleached or otherwise worked, for use in making wigs or the like"
67,9,67030060,6703.00.60,"Wool or other animal hair or other textile materials, prepared for use in making wigs or the like"
67,10,67041100,6704.11.00,"Wigs (complete), of synthetic textile materials"
67,11,67041900,6704.19.00,"Wigs (partial), false beards, eyebrows and the like, of synthetic textile materials"
67,12,67042000,6704.20.00,"Wigs, false beards, eyebrows and the like, of human hair; articles of human hair, nesoi"
67,13,67049000,6704.90.00,"Wigs, false beards, eyebrows and the like, of animal hair or textile materials (other than synthetic textiles)"
68,1,68010000,6801.00.00,"Setts, curbstones and flagstones, of natural stone (except slate)"
68,2,68021000,6802.10.00,"Tiles/cubes/similar arts. of natural stone, enclosable in a sq. w/a side less than 7 cm; artificially colored granules, chippings & powder"
68,3,68022110,6802.21.10,"Monumental or building stone & arts. thereof, of travertine, simply cut/sawn, w/flat or even surface"
68,4,68022150,6802.21.50,"Monumental or building stone & arts. thereof, of marble & alabaster, simply cut/sawn, w/flat or even surface"
68,5,68022300,6802.23.00,"Monumental or building stone & arts. thereof, of granite, simply  cut/sawn, w/flat or even surface"
68,6,68022910,6802.29.10,"Monumental or building stone & arts. thereof, of calcareous stone, nesoi, simply cut/sawn, w/flat or even surface"
68,7,68022990,6802.29.90,"Monumental or building stone & arts. thereof, of stone, nesoi, simply cut/sawn, w/flat or even surface"
68,8,68029105,6802.91.05,"Marble slabs, further worked than simply cut/sawn"
68,9,68029115,6802.91.15,"Monumental or building stone & arts. thereof (o/than slabs), of marble, further worked than simply cut/sawn, nesoi"
