query_id,canonical_hts_number,canonical_hts_digits,original_description,standardized_description,standardized_query,noise_flags,noise_score,quality_flags,quality_score,eval_eligible
std-d4eca75bdedc,4911.99.60.00,4911996000,2012 LEAF SPORTS ICONS WAYNE GRETZKY CUT AUTOGRAPH #ED 18/18 ENCAPSULATED SCARCE,2012 LEAF SPORTS ICONS WAYNE GRETZKY CUT AUTOGRAPH #ED 18 / 18 ENCAPSULATED SCARCE,leaf sports icons wayne gretzky cut autograph ed encapsulated scarce,options,1,no_semantic_overlap,55,
std-77de0218da15,4911.99.60.00,4911996000,letter,letter,letter,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-fa06f3967b78,4911.99.60.00,4911996000,Letters,Letters,letters,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-6afff149ba58,4911.99.60.00,4911996000,Lionel Messi /49 Panini Club World Cup 2025 Purple Prizm,Lionel Messi / 49 Panini Club World Cup 2025 Purple Prizm,lionel messi panini club world cup purple prizm,options,1,no_semantic_overlap,55,
std-7093b924cffc,4911.99.60.00,4911996000,Lot of hockey cards,Lot of hockey cards,lot of hockey cards,,0,no_semantic_overlap,55,
std-5630b23132cd,4911.99.60.00,4911996000,lot of 7 non sport cards,lot of 7 non sport cards,lot of non sport cards,,0,no_semantic_overlap,55,
std-78fb13a8ae63,4911.99.60.00,4911996000,lot of 2 nonsport cards,lot of 2 nonsport cards,lot of nonsport cards,,0,no_semantic_overlap,55,
std-e01e203b40ac,4911.99.60.00,4911996000,lot of 5 nonsport items,lot of 5 nonsport items,lot of nonsport items,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-35aed9b67ebd,4911.99.60.00,4911996000,lot of 3 nonsports cards,lot of 3 nonsports cards,lot of nonsports cards,,0,no_semantic_overlap,55,
std-9a8433246c6e,4911.99.60.00,4911996000,Lot of 4 - 2025-26 Upper Deck O-Pee-Chee Hockey Blaster Boxes | Factory Sealed,Lot of 4 - 2025-26 Upper Deck O-Pee-Chee Hockey Blaster Boxes | Factory Sealed,lot of upper deck o pee chee hockey blaster boxes factory sealed,options,1,no_semantic_overlap,55,
std-a9dfbe2c83a1,4911.99.60.00,4911996000,Lot of 2 - 2025-26 Upper Deck Series 1 Hockey Tin,Lot of 2 - 2025-26 Upper Deck Series 1 Hockey Tin,lot of upper deck series hockey tin,,0,no_semantic_overlap,55,
std-c796b8b4f81a,4911.99.60.00,4911996000,Lot of 65 USA Baseball Trading Cards,Lot of 65 USA Baseball Trading Cards,lot of usa baseball trading cards,,0,no_semantic_overlap,55,
std-2dfbc91901eb,4911.99.60.00,4911996000,Lot of 50 USA MLB Baseball Sports Trading Cards,Lot of 50 USA MLB Baseball Sports Trading Cards,lot of usa mlb baseball sports trading cards,,0,no_semantic_overlap,55,
std-680ea23a9a66,4911.99.60.00,4911996000,Lot of 450 PCS USA MLB Baseball Trading Cards,Lot of 450 PCS USA MLB Baseball Trading Cards,lot of usa mlb baseball trading cards,count,1,no_semantic_overlap,55,
std-00abbf9f8fc1,4911.99.60.00,4911996000,Lot of 19 USA Sports Trading Cards,Lot of 19 USA Sports Trading Cards,lot of usa sports trading cards,,0,no_semantic_overlap,55,
std-41692b08b77d,4911.99.60.00,4911996000,Lot of 120 PCS USA Topps Sports Trading Cards,Lot of 120 PCS USA Topps Sports Trading Cards,lot of usa topps sports trading cards,count,1,no_semantic_overlap,55,
std-d1e15aa2024a,4911.99.60.00,4911996000,Lovely Complex || Cute Chibi Anime Couple Sticker of Risa Koizumi and Atushi Otani Waterproof,Lovely Complex || Cute Chibi Anime Couple Sticker of Risa Koizumi and Atushi Otani Waterproof,lovely complex cute chibi anime couple sticker of risa koizumi and atushi otani waterproof,options,1,no_semantic_overlap,55,
std-0e2b082a95d2,4911.99.60.00,4911996000,Marc Gatcomb Matthew Schaefer Young Guns Teammates 2025-26 Upper Deck #499 CARD,Marc Gatcomb Matthew Schaefer Young Guns Teammates 2025-26 Upper Deck #499 CARD,marc gatcomb matthew schaefer young guns teammates upper deck card,,0,no_semantic_overlap,55,
std-fe668556f061,4911.99.60.00,4911996000,Marvel cards,Marvel cards,marvel cards,,0,no_semantic_overlap,55,
std-3c9308c75f4b,4911.99.60.00,4911996000,Marvel Spider Man 60th Amazing Years Anniversary Coin Card /98,Marvel Spider Man 60th Amazing Years Anniversary Coin Card / 98,marvel spider man 60th amazing years anniversary coin card,options,1,model_number|no_semantic_overlap,30,
std-ff2eea400bb6,4911.99.60.00,4911996000,2025 Marvel Topps Chrome Colossus Icons Gold Wave Refractor /50 #MI-8,2025 Marvel Topps Chrome Colossus Icons Gold Wave Refractor / 50 #MI-8,marvel topps chrome colossus icons gold wave refractor mi,options,1,no_semantic_overlap,55,
std-eba670b16d0b,4911.99.60.00,4911996000,2025 Marvel Topps Chrome Shuri Blue & Green Shimmer /199 #96,2025 Marvel Topps Chrome Shuri Blue & Green Shimmer / 199 #96,marvel topps chrome shuri blue and green shimmer,options,1,no_semantic_overlap,55,
std-762754c4c021,4911.99.60.00,4911996000,Matthew Schaefer Gatcomb #499 Young Guns Teammates 2025-26 UD S2 Islanders RC,Matthew Schaefer Gatcomb #499 Young Guns Teammates 2025-26 UD S2 Islanders RC,matthew schaefer gatcomb young guns teammates ud s2 islanders rc,,0,model_number|no_semantic_overlap,30,
std-76950a78dcd6,4911.99.60.00,4911996000,Matthew Schaefer Rookie Fluorescence Red 2025-26 Upper Deck #F-26 RC Card NHL,Matthew Schaefer Rookie Fluorescence Red 2025-26 Upper Deck #F-26 RC Card NHL,matthew schaefer rookie fluorescence red upper deck f rc card nhl,,0,no_semantic_overlap,55,
std-97096c277006,4911.99.60.00,4911996000,Maureen Murphy Rookie Outburst Silver #57 2024-25 Upper Deck PWHL Young Guns,Maureen Murphy Rookie Outburst Silver #57 2024-25 Upper Deck PWHL Young Guns,maureen murphy rookie outburst silver upper deck pwhl young guns,,0,no_semantic_overlap,55,
std-8f5d3cfce9d6,4911.99.60.00,4911996000,May I Ask for One Final Thing || Chibi Anime Couple Sticker of Scarlet and Julius Waterproof Punching Princess,May I Ask for One Final Thing || Chibi Anime Couple Sticker of Scarlet and Julius Waterproof Punching Princess,may i ask for one final thing chibi anime couple sticker of scarlet and julius waterproof punching princess,options,1,no_semantic_overlap,55,
std-094b3c99f7fc,4911.99.60.00,4911996000,Megan Keller Rookie Outburst Silver #68 2024-25 Upper Deck PWHL Young Guns,Megan Keller Rookie Outburst Silver #68 2024-25 Upper Deck PWHL Young Guns,megan keller rookie outburst silver upper deck pwhl young guns,,0,no_semantic_overlap,55,
std-7d0f3aea51c0,4911.99.60.00,4911996000,MEGAN KELLER 2024-25 UD PWHL Silver Outburst Young Guns Boston Fleet Rookie #68,MEGAN KELLER 2024-25 UD PWHL Silver Outburst Young Guns Boston Fleet Rookie #68,megan keller ud pwhl silver outburst young guns boston fleet rookie,,0,no_semantic_overlap,55,
std-306a609ba2f0,4911.99.60.00,4911996000,MEOVV - MEOW Name Custom Fan-Made K-pop Photocards,MEOVV - MEOW Name Custom Fan-Made K-pop Photocards,meovv meow name custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-7efa63197e4e,4911.99.60.00,4911996000,Metal Bookmark Bundle - Marigold,Metal Bookmark Bundle - Marigold,metal bookmark bundle marigold,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-89222c818936,4911.99.60.00,4911996000,Mike Sullivan 1994-95 Upper Deck NHLPA Be A Player Auto #75,Mike Sullivan 1994-95 Upper Deck NHLPA Be A Player Auto #75,mike sullivan upper deck nhlpa be a player auto,,0,no_semantic_overlap,55,
std-eaf3c3a445b2,4911.99.60.00,4911996000,Minnie ((G)I-DLE) - HER Custom Fan-Made K-pop Photocards,Minnie ((G)I-DLE) - HER Custom Fan-Made K-pop Photocards,minnie g i dle her custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-bd55d11c7f17,4911.99.60.00,4911996000,Modano Nieuwendyk Sydor Hatcher 2001-02 Pacific Heads Up Jersey Quad #10,Modano Nieuwendyk Sydor Hatcher 2001-02 Pacific Heads Up Jersey Quad #10,modano nieuwendyk sydor hatcher pacific heads up jersey quad,,0,no_semantic_overlap,55,
std-d5de0b292a7a,4911.99.60.00,4911996000,1986 MONTY GUM WRESTLING STARS DUSTY RHODES #95 MINI NICE CARD NO TARIFFS!,1986 MONTY GUM WRESTLING STARS DUSTY RHODES #95 MINI NICE CARD NO TARIFFS!,monty gum wrestling stars dusty rhodes mini nice card no tariffs,html|options,2,no_semantic_overlap,55,
std-3e568d575ed0,4911.99.60.00,4911996000,1986 MONTY GUM WRESTLING STARS RIC FLAIR #59 MINI NICE CARD NO TARIFFS!,1986 MONTY GUM WRESTLING STARS RIC FLAIR #59 MINI NICE CARD NO TARIFFS!,monty gum wrestling stars ric flair mini nice card no tariffs,html|options,2,no_semantic_overlap,55,
std-84d7f8cdf214,4911.99.60.00,4911996000,My Love Story || Cute Chibi Anime Couple Sticker of Takeo Goda and Rinko Yamato Waterproof Ore Monogatari,My Love Story || Cute Chibi Anime Couple Sticker of Takeo Goda and Rinko Yamato Waterproof Ore Monogatari,my love story cute chibi anime couple sticker of takeo goda and rinko yamato waterproof ore monogatari,options,1,no_semantic_overlap,55,
std-edd34c563d5c,4911.99.60.00,4911996000,Narnia Wardrobe Magnetic Bookmark: C.S. Lewis Winter Woodland / Book Lover Art Gift,Narnia Wardrobe Magnetic Bookmark: C.S. Lewis Winter Woodland / Book Lover Art Gift,narnia wardrobe magnetic bookmark c.s. lewis winter woodland book lover art gift,html|options,2,no_semantic_overlap,55,
std-953b052285ab,4911.99.60.00,4911996000,Nathon MacKinnon Hockey Card,Nathon MacKinnon Hockey Card,nathon mackinnon hockey card,,0,no_semantic_overlap,55,
std-bcd1c5be44fd,4911.99.60.00,4911996000,"New Look 6078 Sewing Pattern: Tops, Shorts & Skirts, Size 6-16 UNCUT","New Look 6078 Sewing Pattern: Tops, Shorts & Skirts, Size 6-16 UNCUT","new look sewing pattern tops, shorts and skirts, size uncut",,0,no_semantic_overlap,55,
std-a93c9d35d5fc,4911.99.60.00,4911996000,"NEW! 2025-26 Tim Hortons Team Canada 130 Cards w Binder! (Base, GM1-15, NS1-15)","NEW! 2025-26 Tim Hortons Team Canada 130 Cards w Binder! (Base, GM1-15, NS1-15)","new tim hortons team canada cards w binder base, gm1 15, ns1",,0,model_number|no_semantic_overlap,30,
std-e0720ebeb19f,4911.99.60.00,4911996000,NIKOLA JOKIC 2024 Leaf Anime Nation #AN2-6 Basketball Card Purple 28/49 DENVER,NIKOLA JOKIC 2024 Leaf Anime Nation #AN2-6 Basketball Card Purple 28 / 49 DENVER,nikola jokic leaf anime nation an2 basketball card purple denver,options,1,model_number|no_semantic_overlap,30,
std-ca4685fbe582,4911.99.60.00,4911996000,NMIXX - Know About Me Custom Fan-Made K-pop Photocards,NMIXX - Know About Me Custom Fan-Made K-pop Photocards,nmixx know about me custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-2bdf1846884b,4911.99.60.00,4911996000,NMIXX - Love Me Like This Custom Fan-Made K-pop Photocards,NMIXX - Love Me Like This Custom Fan-Made K-pop Photocards,nmixx love me like this custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-c7cd9d31d3c6,4911.99.60.00,4911996000,No value COA document,No value COA document,no value coa document,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c07637529f01,4911.99.60.00,4911996000,Nomenclature Cards Set - Illustrated Butterflies,Nomenclature Cards Set - Illustrated Butterflies,nomenclature cards set illustrated butterflies,,0,no_semantic_overlap,55,
std-22068c538e16,4911.99.60.00,4911996000,non sport card,non sport card,non sport card,,0,no_semantic_overlap,55,
std-34ea3bf147b4,4911.99.60.00,4911996000,nonsport card,nonsport card,nonsport card,,0,no_semantic_overlap,55,
std-0b41341feba1,4911.99.60.00,4911996000,nonsport pack,nonsport pack,nonsport pack,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-d2b0091869d5,4911.99.60.00,4911996000,"Nozaki-kun Chibi Sticker | Anime Couple, Waterproof Vinyl","Nozaki-kun Chibi Sticker | Anime Couple, Waterproof Vinyl","nozaki kun chibi sticker anime couple, waterproof vinyl",options,1,no_semantic_overlap,55,
std-1b1b47111b1b,4911.99.60.00,4911996000,2015-16 O-PEE-CHEE PLATINUM MARQUEE ROOKIE RC OPC M31-50 FINISH SET YOU PICK,2015-16 O-PEE-CHEE PLATINUM MARQUEE ROOKIE RC OPC M31-50 FINISH SET YOU PICK,o pee chee platinum marquee rookie rc opc m31 finish set you pick,,0,model_number|no_semantic_overlap,30,
std-63d7733de1e2,4911.99.60.00,4911996000,1991 O-Pee-Chee Premier Baseball Box 36 Sealed Packs,1991 O-Pee-Chee Premier Baseball Box 36 Sealed Packs,o pee chee premier baseball box sealed packs,,0,no_semantic_overlap,55,
std-255dcf354862,4911.99.60.00,4911996000,1991 O-Pee-Chee Premier Baseball 36 SEALED Packs Ken Griffey Jr Nolan Ryan OPC,1991 O-Pee-Chee Premier Baseball 36 SEALED Packs Ken Griffey Jr Nolan Ryan OPC,o pee chee premier baseball sealed packs ken griffey jr nolan ryan opc,,0,no_semantic_overlap,55,
std-280ed257ee64,4911.99.60.00,4911996000,"Office goose sticker: Vinyl sticker for laptop and water bottle, Value add","Office goose sticker: Vinyl sticker for laptop and water bottle, Value add","office goose sticker vinyl sticker for laptop and water bottle, value add",,0,no_semantic_overlap,55,
std-9cf42b9c4ee0,4911.99.60.00,4911996000,OnK || Chibi Anime Couple Stickers Aqua Ruby Kana Akane MEMcho Waterproof,OnK || Chibi Anime Couple Stickers Aqua Ruby Kana Akane MEMcho Waterproof,onk chibi anime couple stickers aqua ruby kana akane memcho waterproof,options,1,no_semantic_overlap,55,
std-3ee2bdb46606,4911.99.60.00,4911996000,1971 OPC Baseball Cards,1971 OPC Baseball Cards,opc baseball cards,,0,no_semantic_overlap,55,
std-d54c7a343d79,4911.99.60.00,4911996000,1981 OPC O-Pee-Chee #207 Mike Schmidt Philadelphia Phillies PSA 9,1981 OPC O-Pee-Chee #207 Mike Schmidt Philadelphia Phillies PSA 9,opc o pee chee mike schmidt philadelphia phillies psa,html|options,2,no_semantic_overlap,55,
std-f227d54e8dce,4911.99.60.00,4911996000,Ouran HS Chibi Sticker | Tamaki & Haruhi Waterproof Vinyl,Ouran HS Chibi Sticker | Tamaki & Haruhi Waterproof Vinyl,ouran hs chibi sticker tamaki and haruhi waterproof vinyl,options,1,no_semantic_overlap,55,
std-861cfba0c4fc,4911.99.60.00,4911996000,P1Harmony - Do It Like This Custom Fan-Made K-pop Photocards,P1Harmony - Do It Like This Custom Fan-Made K-pop Photocards,p1harmony do it like this custom fan made k pop photocards,html|options,2,model_number|no_semantic_overlap,30,
std-c6a7435b6eee,4911.99.60.00,4911996000,packs of trading card sleeves,packs of trading card sleeves,packs of trading card sleeves,,0,no_semantic_overlap,55,
std-1e4156da64fa,4911.99.60.00,4911996000,2022 Panini Chronicles Contenders Optic Season Ticket Silver Prizm SHOHEI OHTANI,2022 Panini Chronicles Contenders Optic Season Ticket Silver Prizm SHOHEI OHTANI,panini chronicles contenders optic season ticket silver prizm shohei ohtani,html|options,2,no_semantic_overlap,55,
std-3e35a0402475,4911.99.60.00,4911996000,2018 PANINI DONRUSS ELITE JALEN RAMSEY HARD HATS DIE-CUT BLACK ONE OF ONE #D 1/1,2018 PANINI DONRUSS ELITE JALEN RAMSEY HARD HATS DIE-CUT BLACK ONE OF ONE #D 1 / 1,panini donruss elite jalen ramsey hard hats die cut black one of one d,options,1,no_semantic_overlap,55,
std-49b188c2b94c,4911.99.60.00,4911996000,2022 Panini Donruss UFC MMA Signature Series Holo CHARLES OLIVEIRA #SS-COV Auto,2022 Panini Donruss UFC MMA Signature Series Holo CHARLES OLIVEIRA #SS-COV Auto,panini donruss ufc mma signature series holo charles oliveira ss cov auto,,0,no_semantic_overlap,55,
std-66e007d48129,4911.99.60.00,4911996000,2017-18 PANINI HOOPS RED HOT ROOKIE SIGNATURES DERRICK WHITE RC AUTOGRAPH #D /25,2017-18 PANINI HOOPS RED HOT ROOKIE SIGNATURES DERRICK WHITE RC AUTOGRAPH #D / 25,panini hoops red hot rookie signatures derrick white rc autograph d,options,1,no_semantic_overlap,55,
std-401f8a9fe372,4911.99.60.00,4911996000,2022 Panini Immaculate Collection Ink BRENT CELEK #INK-BCE #43/49 Eagles Auto,2022 Panini Immaculate Collection Ink BRENT CELEK #INK-BCE #43 / 49 Eagles Auto,panini immaculate collection ink brent celek ink bce eagles auto,options,1,no_semantic_overlap,55,
std-8fba2f904da5,4911.99.60.00,4911996000,2021 PANINI LIMITED AMON-RA ST. BROWN ROOKIE JUMBO PATCH AUTOGRAPH GOLD #D 01/75,2021 PANINI LIMITED AMON-RA ST. BROWN ROOKIE JUMBO PATCH AUTOGRAPH GOLD #D 01 / 75,panini limited amon ra st. brown rookie jumbo patch autograph gold d,options,1,no_semantic_overlap,55,
std-37d6655c0077,4911.99.60.00,4911996000,2019 PANINI NATIONAL TREASURES T.J. HOCKENSON 3 CLR RC JUMBO PATCH AUTOGRAPH /25,2019 PANINI NATIONAL TREASURES T.J. HOCKENSON 3 CLR RC JUMBO PATCH AUTOGRAPH / 25,panini national treasures t.j. hockenson clr rc jumbo patch autograph,options,1,no_semantic_overlap,55,
std-bbdb131ed812,4911.99.60.00,4911996000,2011 PANINI PLAYBOOK DARREN MCFADDEN MAMMOTH MATERIALS JUMBO GU JERSEY PATCH /25,2011 PANINI PLAYBOOK DARREN MCFADDEN MAMMOTH MATERIALS JUMBO GU JERSEY PATCH / 25,panini playbook darren mcfadden mammoth materials jumbo gu jersey patch,options,1,no_semantic_overlap,55,
std-ec8db113dc71,4911.99.60.00,4911996000,2011-12 PANINI PRIME SIGNATURES MARK SCHEIFELE ROOKIE ON CARD AUTOGRAPH #ED /99,2011-12 PANINI PRIME SIGNATURES MARK SCHEIFELE ROOKIE ON CARD AUTOGRAPH #ED / 99,panini prime signatures mark scheifele rookie on card autograph ed,options,1,no_semantic_overlap,55,
std-36380ec8954c,4911.99.60.00,4911996000,2024-2025 PANINI PRIZM BLACK #235 CAM CHRISTIE AUTO SILVER RC ROOKIE REDEMPTION,2024-2025 PANINI PRIZM BLACK #235 CAM CHRISTIE AUTO SILVER RC ROOKIE REDEMPTION,panini prizm black cam christie auto silver rc rookie redemption,,0,no_semantic_overlap,55,
std-baf8a8a4ab1c,4911.99.60.00,4911996000,2022 Panini Prizm FIFA World Cup Qatar Manga DARWIN NUNEZ #24 Uruguay CASE HIT,2022 Panini Prizm FIFA World Cup Qatar Manga DARWIN NUNEZ #24 Uruguay CASE HIT,panini prizm fifa world cup qatar manga darwin nunez uruguay case hit,,0,no_semantic_overlap,55,
std-27608260edee,4911.99.60.00,4911996000,2018 Panini Prizm World Cup Green Crystal MOTAZ HAWSAWI #173 #4/25 Saudi Arabia,2018 Panini Prizm World Cup Green Crystal MOTAZ HAWSAWI #173 #4 / 25 Saudi Arabia,panini prizm world cup green crystal motaz hawsawi saudi arabia,options,1,no_semantic_overlap,55,
std-287bc639476b,4911.99.60.00,4911996000,2015 PANINI PRO FOOTBALL HALL OF FAME TIM BROWN CLASS OF 2015 ON CARD AUTOGRAPH,2015 PANINI PRO FOOTBALL HALL OF FAME TIM BROWN CLASS OF 2015 ON CARD AUTOGRAPH,panini pro football hall of fame tim brown class of on card autograph,,0,no_semantic_overlap,55,
std-837b1b2c23fc,4911.99.60.00,4911996000,2023 PANINI SELECT DRAFT ZAY FLOWERS X-FACTOR SIGNATURES RC AUTO PSA 10 GEM MINT,2023 PANINI SELECT DRAFT ZAY FLOWERS X-FACTOR SIGNATURES RC AUTO PSA 10 GEM MINT,panini select draft zay flowers x factor signatures rc auto psa gem mint,html|options,2,no_semantic_overlap,55,
std-ded0ec9dd479,4911.99.60.00,4911996000,2013-14 Panini Select Gold Prizm BLAKE GRIFFIN #60 #7/10 Los Angeles Clippers,2013-14 Panini Select Gold Prizm BLAKE GRIFFIN #60 #7 / 10 Los Angeles Clippers,panini select gold prizm blake griffin los angeles clippers,options,1,no_semantic_overlap,55,
std-4b554b0f49fd,4911.99.60.00,4911996000,2013-14 PANINI SELECT SHANE DOAN #92 - GREEN PRIZM #ED /25 PSA 9 MINT SCARCE,2013-14 PANINI SELECT SHANE DOAN #92 - GREEN PRIZM #ED / 25 PSA 9 MINT SCARCE,panini select shane doan green prizm ed psa mint scarce,html|options,2,no_semantic_overlap,55,
